subject,language,abbreviation,category,sequence of presentation,action,verbs,playmobil elements,framesetter,topic,verb,,,,,,,,,,,,,
,,,E,21,Reifen rollt Weg entlang,yuvarlanmak,"Reifen, Kuh",,,,,,,,,,,,,,,,
,,,E,22,Bäuerin sitzt,oturmak,"Bäuerin, Ärztin",,,,,,,,,,,,,,,,
,,,F,23,Reifen liegt,yatmak,Reifen,,,,,,,,,,,,,,,,
,,,E,24,Boot sinkt,batmak,"Boot, Ball",,,,,,,,,,,,,,,,
,,,F,25,Ball hüpft,zıplamak,"Ball, Ärztin",,,,,,,,,,,,,,,,
,,,E,26,Kuh muht,mölemek,"Kuh, Hund",,,,,,,,,,,,,,,,
,,,E,27,Auto wackelt,sallanmak,"Auto, Wagen",,,,,,,,,,,,,,,,
,,,F,28,Ärztin steht,durmak,"Frau, Bäuerin, Ärztin",,,,,,,,,,,,,,,,
,,,E,29,Robbe taucht ins Wasser,dalmak,"Robbe, Ball",,,,,,,,,,,,,,,,
,,,E,30,Ball liegt auf dem Boden.,durmak,"Ball, Pferd",,,,,,,,,,,,,,,,
,,,T,T,Frau dreht sich,dönmek,"Frau, Hund",,,,,,,,,,,,,,,,
,,,T,T,Reifen dreht sich,dönmek,"Reifen, Hund",,,,,,,,,,,,,,,,
,,,E,1,Seemann raucht,sigara içmek,"Seemann, Hund",,,,,,,,,,,,,,,,
,,,F,2,Pferd trägt Ball im Maul,ta_ımak,"Pferd, Bauer, Robbe",,,,,,,,,,,,,,,,
,,,E,3,Auto fährt Hügel herunter,ilerlemek,"Auto, Wagen",,,,,,,,,,,,,,,,
,,,E,4,Kuh hüpft,zıplamak,"Kuh, Feuerwehrmann",,,,,,,,,,,,,,,,
,,,F,5,Boot schwimmt im Meer,yüzmek,"Seemann, Boot",,,,,,,,,,,,,,,,
,,,F,6,Bauer läuft über eine Wiese,ko_mak,"Bäuerin, Pferd, Bauer",,,,,,,,,,,,,,,,
,,,E,7,Ball liegt,durmak,"Ball, Ärztin",,,,,,,,,,,,,,,,
,,,E,8,Auto hupt,kornak çalmak,"Auto, Hund",,,,,,,,,,,,,,,,
,,,E,9,Robbe liegt auf Felsen,yatmak,"Robbe, Pferd",,,,,,,,,,,,,,,,
,,,F,10,Auto wackelt,sallanmak,Auto,,,,,,,,,,,,,,,,
,,,E,11,Bäuerin läuft Weg entlang,yürümek,"Bäuerin, Kuh",,,,,,,,,,,,,,,,
,,,E,12,Ball hüpft,zıplamak,"Ball, Feuerwehrmann",,,,,,,,,,,,,,,,
,,,F,13,Auto schiebt (Pferde-)Wagen,itmek,"Ärztin, Ball, Reifen, Auto, Wagen",,,,,,,,,,,,,,,,
,,,E,14,Pferd läuft Hügel herunter,ko_mak,"Pferd, Wagen",,,,,,,,,,,,,,,,
,,,F,15,Robbe stößt Ball mit Maul,itmek,"Feuerwehrmann, Kuh, Ball, Robbe",,,,,,,,,,,,,,,,
,,,E,16,Bauer liegt auf dem Boden,yatmak,"Bauer, Pferd",,,,,,,,,,,,,,,,
,,,E,17,Boot qualmt,tütmek,"Boot, Hund",,,,,,,,,,,,,,,,
,,,F,18,Kuh beißt Bäuerin ,ısırmak,"Hund, Kuh, Bäuerin",,,,,,,,,,,,,,,,
,,,E,19,Ärztin tanzt,dans etmek,"Ärztin, Wagen",,,,,,,,,,,,,,,,
,,,E,20,Ball liegt auf Felsen,durmak,"Ball, Pferd",,,,,,,,,,,,,,,,
,,,E,21,Reifen rollt Weg entlang,yuvarlanmak,"Reifen, Kuh",,,,,,,,,,,,,,,,
,,,E,22,Bäuerin sitzt,oturmak,"Bäuerin, Ärztin",,,,,,,,,,,,,,,,
,,,F,23,Reifen liegt,yatmak,Reifen,,,,,,,,,,,,,,,,
,,,E,24,Boot sinkt,batmak,"Boot, Ball",,,,,,,,,,,,,,,,
,,,F,25,Ball hüpft,zıplamak,"Ball, Ärztin",,,,,,,,,,,,,,,,
,,,E,26,Kuh muht,mölemek,"Kuh, Hund",,,,,,,,,,,,,,,,
,,,E,27,Auto wackelt,sallanmak,"Auto, Wagen",,,,,,,,,,,,,,,,
,,,F,28,Ärztin steht,durmak,"Frau, Bäuerin, Ärztin",,,,,,,,,,,,,,,,
,,,E,29,Robbe taucht ins Wasser,dalmak,"Robbe, Ball",,,,,,,,,,,,,,,,
,,,E,30,Ball liegt auf dem Boden.,durmak,"Ball, Pferd",,,,,,,,,,,,,,,,
,,,T,T,Frau dreht sich,dönmek,"Frau, Hund",,,,,,,,,,,,,,,,
,,,T,T,Reifen dreht sich,dönmek,"Reifen, Hund",,,,,,,,,,,,,,,,
,,,E,1,Seemann raucht,sigara içmek,"Seemann, Hund",,,,,,,,,,,,,,,,
,,,F,2,Pferd trägt Ball im Maul,ta_ımak,"Pferd, Bauer, Robbe",,,,,,,,,,,,,,,,
,,,E,3,Auto fährt Hügel herunter,ilerlemek,"Auto, Wagen",,,,,,,,,,,,,,,,
,,,E,4,Kuh hüpft,zıplamak,"Kuh, Feuerwehrmann",,,,,,,,,,,,,,,,
,,,F,5,Boot schwimmt im Meer,yüzmek,"Seemann, Boot",,,,,,,,,,,,,,,,
,,,F,6,Bauer läuft über eine Wiese,ko_mak,"Bäuerin, Pferd, Bauer",,,,,,,,,,,,,,,,
,,,E,7,Ball liegt,durmak,"Ball, Ärztin",,,,,,,,,,,,,,,,
,,,E,8,Auto hupt,kornak çalmak,"Auto, Hund",,,,,,,,,,,,,,,,
,,,E,9,Robbe liegt auf Felsen,yatmak,"Robbe, Pferd",,,,,,,,,,,,,,,,
,,,F,10,Auto wackelt,sallanmak,Auto,,,,,,,,,,,,,,,,
,,,E,11,Bäuerin läuft Weg entlang,yürümek,"Bäuerin, Kuh",,,,,,,,,,,,,,,,
,,,E,12,Ball hüpft,zıplamak,"Ball, Feuerwehrmann",,,,,,,,,,,,,,,,
,,,F,13,Auto schiebt (Pferde-)Wagen,itmek,"Ärztin, Ball, Reifen, Auto, Wagen",,,,,,,,,,,,,,,,
,,,E,14,Pferd läuft Hügel herunter,ko_mak,"Pferd, Wagen",,,,,,,,,,,,,,,,
,,,F,15,Robbe stößt Ball mit Maul,itmek,"Feuerwehrmann, Kuh, Ball, Robbe",,,,,,,,,,,,,,,,
,,,E,16,Bauer liegt auf dem Boden,yatmak,"Bauer, Pferd",,,,,,,,,,,,,,,,
,,,E,17,Boot qualmt,tütmek,"Boot, Hund",,,,,,,,,,,,,,,,
,,,F,18,Kuh beißt Bäuerin ,ısırmak,"Hund, Kuh, Bäuerin",,,,,,,,,,,,,,,,
,,,E,19,Ärztin tanzt,dans etmek,"Ärztin, Wagen",,,,,,,,,,,,,,,,
,,,E,20,Ball liegt auf Felsen,durmak,"Ball, Pferd",,,,,,,,,,,,,,,,
,,,E,21,Reifen rollt Weg entlang,yuvarlanmak,"Reifen, Kuh",,,,,,,,,,,,,,,,
,,,E,22,Bäuerin sitzt,oturmak,"Bäuerin, Ärztin",,,,,,,,,,,,,,,,
,,,F,23,Reifen liegt,yatmak,Reifen,,,,,,,,,,,,,,,,
,,,E,24,Boot sinkt,batmak,"Boot, Ball",,,,,,,,,,,,,,,,
,,,F,25,Ball hüpft,zıplamak,"Ball, Ärztin",,,,,,,,,,,,,,,,
,,,E,26,Kuh muht,mölemek,"Kuh, Hund",,,,,,,,,,,,,,,,
,,,E,27,Auto wackelt,sallanmak,"Auto, Wagen",,,,,,,,,,,,,,,,
,,,F,28,Ärztin steht,durmak,"Frau, Bäuerin, Ärztin",,,,,,,,,,,,,,,,
,,,E,29,Robbe taucht ins Wasser,dalmak,"Robbe, Ball",,,,,,,,,,,,,,,,
,,,E,30,Ball liegt auf dem Boden.,durmak,"Ball, Pferd",,,,,,,,,,,,,,,,
,,,T,T,Frau dreht sich,dönmek,"Frau, Hund",,,,,,,,,,,,,,,,
,,,T,T,Reifen dreht sich,dönmek,"Reifen, Hund",,,,,,,,,,,,,,,,
,,,E,1,Seemann raucht,sigara içmek,"Seemann, Hund",,,,,,,,,,,,,,,,
,,,F,2,Pferd trägt Ball im Maul,ta_ımak,"Pferd, Bauer, Robbe",,,,,,,,,,,,,,,,
,,,E,3,Auto fährt Hügel herunter,ilerlemek,"Auto, Wagen",,,,,,,,,,,,,,,,
,,,E,4,Kuh hüpft,zıplamak,"Kuh, Feuerwehrmann",,,,,,,,,,,,,,,,
,,,F,5,Boot schwimmt im Meer,yüzmek,"Seemann, Boot",,,,,,,,,,,,,,,,
,,,F,6,Bauer läuft über eine Wiese,ko_mak,"Bäuerin, Pferd, Bauer",,,,,,,,,,,,,,,,
,,,E,7,Ball liegt,durmak,"Ball, Ärztin",,,,,,,,,,,,,,,,
,,,E,8,Auto hupt,kornak çalmak,"Auto, Hund",,,,,,,,,,,,,,,,
,,,E,9,Robbe liegt auf Felsen,yatmak,"Robbe, Pferd",,,,,,,,,,,,,,,,
,,,F,10,Auto wackelt,sallanmak,Auto,,,,,,,,,,,,,,,,
,,,E,11,Bäuerin läuft Weg entlang,yürümek,"Bäuerin, Kuh",,,,,,,,,,,,,,,,
,,,E,12,Ball hüpft,zıplamak,"Ball, Feuerwehrmann",,,,,,,,,,,,,,,,
,,,F,13,Auto schiebt (Pferde-)Wagen,itmek,"Ärztin, Ball, Reifen, Auto, Wagen",,,,,,,,,,,,,,,,
,,,E,14,Pferd läuft Hügel herunter,ko_mak,"Pferd, Wagen",,,,,,,,,,,,,,,,
,,,F,15,Robbe stößt Ball mit Maul,itmek,"Feuerwehrmann, Kuh, Ball, Robbe",,,,,,,,,,,,,,,,
,,,E,16,Bauer liegt auf dem Boden,yatmak,"Bauer, Pferd",,,,,,,,,,,,,,,,
,,,E,17,Boot qualmt,tütmek,"Boot, Hund",,,,,,,,,,,,,,,,
,,,F,18,Kuh beißt Bäuerin ,ısırmak,"Hund, Kuh, Bäuerin",,,,,,,,,,,,,,,,
,,,E,19,Ärztin tanzt,dans etmek,"Ärztin, Wagen",,,,,,,,,,,,,,,,
,,,E,20,Ball liegt auf Felsen,durmak,"Ball, Pferd",,,,,,,,,,,,,,,,
,,,E,21,Reifen rollt Weg entlang,yuvarlanmak,"Reifen, Kuh",,,,,,,,,,,,,,,,
,,,E,22,Bäuerin sitzt,oturmak,"Bäuerin, Ärztin",,,,,,,,,,,,,,,,
,,,F,23,Reifen liegt,yatmak,Reifen,,,,,,,,,,,,,,,,
,,,E,24,Boot sinkt,batmak,"Boot, Ball",,,,,,,,,,,,,,,,
,,,F,25,Ball hüpft,zıplamak,"Ball, Ärztin",,,,,,,,,,,,,,,,
,,,E,26,Kuh muht,mölemek,"Kuh, Hund",,,,,,,,,,,,,,,,
,,,E,27,Auto wackelt,sallanmak,"Auto, Wagen",,,,,,,,,,,,,,,,
,,,F,28,Ärztin steht,durmak,"Frau, Bäuerin, Ärztin",,,,,,,,,,,,,,,,
,,,E,29,Robbe taucht ins Wasser,dalmak,"Robbe, Ball",,,,,,,,,,,,,,,,
,,,E,30,Ball liegt auf dem Boden.,durmak,"Ball, Pferd",,,,,,,,,,,,,,,,
,,,T,T,Frau dreht sich,dönmek,"Frau, Hund",,,,,,,,,,,,,,,,
,,,T,T,Reifen dreht sich,dönmek,"Reifen, Hund",,,,,,,,,,,,,,,,
,,,E,1,Seemann raucht,sigara içmek,"Seemann, Hund",,,,,,,,,,,,,,,,
,,,F,2,Pferd trägt Ball im Maul,ta_ımak,"Pferd, Bauer, Robbe",,,,,,,,,,,,,,,,
,,,E,3,Auto fährt Hügel herunter,ilerlemek,"Auto, Wagen",,,,,,,,,,,,,,,,
,,,E,4,Kuh hüpft,zıplamak,"Kuh, Feuerwehrmann",,,,,,,,,,,,,,,,
,,,F,5,Boot schwimmt im Meer,yüzmek,"Seemann, Boot",,,,,,,,,,,,,,,,
,,,F,6,Bauer läuft über eine Wiese,ko_mak,"Bäuerin, Pferd, Bauer",,,,,,,,,,,,,,,,
,,,E,7,Ball liegt,durmak,"Ball, Ärztin",,,,,,,,,,,,,,,,
,,,E,8,Auto hupt,kornak çalmak,"Auto, Hund",,,,,,,,,,,,,,,,
,,,E,9,Robbe liegt auf Felsen,yatmak,"Robbe, Pferd",,,,,,,,,,,,,,,,
,,,F,10,Auto wackelt,sallanmak,Auto,,,,,,,,,,,,,,,,
,,,E,11,Bäuerin läuft Weg entlang,yürümek,"Bäuerin, Kuh",,,,,,,,,,,,,,,,
,,,E,12,Ball hüpft,zıplamak,"Ball, Feuerwehrmann",,,,,,,,,,,,,,,,
,,,F,13,Auto schiebt (Pferde-)Wagen,itmek,"Ärztin, Ball, Reifen, Auto, Wagen",,,,,,,,,,,,,,,,
,,,E,14,Pferd läuft Hügel herunter,ko_mak,"Pferd, Wagen",,,,,,,,,,,,,,,,
,,,F,15,Robbe stößt Ball mit Maul,itmek,"Feuerwehrmann, Kuh, Ball, Robbe",,,,,,,,,,,,,,,,
,,,E,16,Bauer liegt auf dem Boden,yatmak,"Bauer, Pferd",,,,,,,,,,,,,,,,
,,,E,17,Boot qualmt,tütmek,"Boot, Hund",,,,,,,,,,,,,,,,
,,,F,18,Kuh beißt Bäuerin ,ısırmak,"Hund, Kuh, Bäuerin",,,,,,,,,,,,,,,,
,,,E,19,Ärztin tanzt,dans etmek,"Ärztin, Wagen",,,,,,,,,,,,,,,,
,,,E,20,Ball liegt auf Felsen,durmak,"Ball, Pferd",,,,,,,,,,,,,,,,
,,,E,21,Reifen rollt Weg entlang,yuvarlanmak,"Reifen, Kuh",,,,,,,,,,,,,,,,
,,,E,22,Bäuerin sitzt,oturmak,"Bäuerin, Ärztin",,,,,,,,,,,,,,,,
,,,F,23,Reifen liegt,yatmak,Reifen,,,,,,,,,,,,,,,,
,,,E,24,Boot sinkt,batmak,"Boot, Ball",,,,,,,,,,,,,,,,
,,,F,25,Ball hüpft,zıplamak,"Ball, Ärztin",,,,,,,,,,,,,,,,
,,,E,26,Kuh muht,mölemek,"Kuh, Hund",,,,,,,,,,,,,,,,
,,,E,27,Auto wackelt,sallanmak,"Auto, Wagen",,,,,,,,,,,,,,,,
,,,F,28,Ärztin steht,durmak,"Frau, Bäuerin, Ärztin",,,,,,,,,,,,,,,,
,,,E,29,Robbe taucht ins Wasser,dalmak,"Robbe, Ball",,,,,,,,,,,,,,,,
,,,E,30,Ball liegt auf dem Boden.,durmak,"Ball, Pferd",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
