"","participant","language","item","framesetter","topic","verb"
"1922","9_T","T","7u","2","1","3"
"1923","9_T","T","4b","1","2","3"
"1924","9_T","T","8u","1","2","3"
"1925","9_T","T","2b","1","3","2"
"1926","9_T","T","5u","1","2","3"
"1927","9_T","T","8b","3","1","2"
"1928","9_T","T","1u","2","1","3"
"1929","10_T","T","10b","2","1","3"
"1930","10_T","T","3u","2","1","3"
"1931","10_T","T","6b","2","1","3"
"1932","10_T","T","4u","2","1","3"
"1933","10_T","T","2u","2","1","3"
"1934","10_T","T","9b","2","1","3"
"1935","10_T","T","7b","2","1","3"
"1936","10_T","T","6u","2","1","3"
"1937","10_T","T","3b","2","1","3"
"1938","10_T","T","1b","2","1","3"
"1939","10_T","T","10u","2","1","3"
"1940","10_T","T","5b","2","1","3"
"1941","10_T","T","9u","1","2","3"
"1942","10_T","T","7u","1","2","3"
"1943","10_T","T","4b","2","1","3"
"1944","10_T","T","8u","2","1","3"
"1945","10_T","T","2b","2","1","3"
"1946","10_T","T","5u","2","1","3"
"1947","10_T","T","8b","2","1","3"
"1948","10_T","T","1u","2","1","3"
"1949","11_T","T","10b","3","1","2"
"1950","11_T","T","3u","1","2","3"
"1951","11_T","T","6b","2","1","3"
"1952","11_T","T","4u","1","2","3"
"1953","11_T","T","2u","2","1","3"
"1954","11_T","T","9b","2","1","3"
"1955","11_T","T","7b","2","1","3"
"1956","11_T","T","6u","2","1","3"
"1957","11_T","T","3b","2","1","3"
"1958","11_T","T","1b","2","1","3"
"1959","11_T","T","10u","2","1","3"
"1960","11_T","T","5b","2","1","3"
"1961","11_T","T","9u","2","1","3"
"1962","11_T","T","7u","2","1","3"
"1963","11_T","T","4b","2","1","3"
"1964","11_T","T","8u","2","1","3"
"1965","11_T","T","2b","2","1","3"
"1966","11_T","T","5u","2","1","3"
"1967","11_T","T","8b","2","1","3"
"1968","11_T","T","1u","2","1","3"
"1969","12_T","T","10b","3","1","2"
"1970","12_T","T","3u","2","1","3"
"1971","12_T","T","6b","1","3","2"
"1972","12_T","T","4u","1","2","3"
"1973","12_T","T","2u","1","2","3"
"1974","12_T","T","9b","1","2","3"
"1975","12_T","T","7b","3","1","2"
"1976","12_T","T","6u","3","1","2"
"1977","12_T","T","3b","2","1","3"
"1978","12_T","T","1b","3","1","2"
"1979","12_T","T","10u","3","1","2"
"1980","12_T","T","5b","2","1","3"
"1981","12_T","T","9u","2","1","3"
"1982","12_T","T","7u","2","1","3"
"1983","12_T","T","4b","3","1","2"
"1984","12_T","T","8u","3","1","2"
"1985","12_T","T","2b","3","1","2"
"1986","12_T","T","5u","3","1","2"
"1987","12_T","T","8b","3","1","2"
"1988","12_T","T","1u","3","1","2"
"1989","13_T","T","10b","2","1","3"
"1990","13_T","T","3u","2","1","3"
"1991","13_T","T","6b","1","2","3"
"1992","13_T","T","4u","1","2","3"
"1993","13_T","T","2u","2","1","3"
"1994","13_T","T","9b","1","2","3"
"1995","13_T","T","7b","2","1","3"
"1996","13_T","T","6u","1","3","2"
"1997","13_T","T","3b","1","2","3"
"1998","13_T","T","1b","1","2","3"
"1999","13_T","T","10u","1","2","3"
"2000","13_T","T","5b","1","2","3"
"2001","13_T","T","9u","1","2","3"
"2002","13_T","T","7u","1","2","3"
"2003","13_T","T","4b","1","3","2"
"2004","13_T","T","8u","1","2","3"
"2005","13_T","T","2b","1","2","3"
"2006","13_T","T","5u","1","2","3"
"2007","13_T","T","8b","1","2","3"
"2008","13_T","T","1u","1","2","3"
"2009","14_T","T","10b","1","2","3"
"2010","14_T","T","3u","1","2","3"
"2011","14_T","T","6b","1","2","3"
"2012","14_T","T","4u","1","2","3"
"2013","14_T","T","2u","1","2","3"
"2014","14_T","T","9b","1","2","3"
"2015","14_T","T","7b","1","2","3"
"2016","14_T","T","6u","1","2","3"
"2017","14_T","T","3b","1","2","3"
"2018","14_T","T","1b","1","2","3"
"2019","14_T","T","10u","1","2","3"
"2020","14_T","T","5b","1","2","3"
"2021","14_T","T","9u","1","2","3"
"2022","14_T","T","7u","1","2","3"
"2023","14_T","T","4b","1","2","3"
"2024","14_T","T","8u","1","2","3"
"2025","14_T","T","2b","1","2","3"
"2026","14_T","T","5u","1","2","3"
"2027","14_T","T","8b","1","2","3"
"2028","14_T","T","1u","1","2","3"
"2029","15_T","T","10b","2","1","3"
"2030","15_T","T","3u","2","1","3"
"2031","15_T","T","6b","2","1","3"
"2032","15_T","T","4u","2","1","3"
"2033","15_T","T","2u","2","1","3"
"2034","15_T","T","9b","2","1","3"
"2035","15_T","T","7b","2","1","3"
"2036","15_T","T","6u","2","1","3"
"2037","15_T","T","3b","2","1","3"
"2038","15_T","T","1b","2","1","3"
"2039","15_T","T","10u","2","1","3"
"2040","15_T","T","5b","2","1","3"
"2041","15_T","T","9u","2","1","3"
"2042","15_T","T","7u","2","1","3"
"2043","15_T","T","4b","2","1","3"
"2044","15_T","T","8u","2","1","3"
"2045","15_T","T","2b","2","1","3"
"2046","15_T","T","5u","2","1","3"
"2047","15_T","T","8b","2","1","3"
"2048","15_T","T","1u","2","1","3"
"2049","16_T","T","10b","2","1","3"
"2050","16_T","T","3u","1","2","3"
"2051","16_T","T","6b","1","2","3"
"2052","16_T","T","4u","1","2","3"
"2053","16_T","T","2u","1","2","3"
"2054","16_T","T","9b","1","2","3"
"2055","16_T","T","7b","1","2","3"
"2056","16_T","T","6u","1","2","3"
"2057","16_T","T","3b","1","2","3"
"2058","16_T","T","1b","1","2","3"
"2059","16_T","T","10u","1","2","3"
"2060","16_T","T","5b","1","2","3"
"2061","16_T","T","9u","1","2","3"
"2062","16_T","T","7u","1","2","3"
"2063","16_T","T","4b","1","2","3"
"2064","16_T","T","8u","1","2","3"
"2065","16_T","T","2b","1","2","3"
"2066","16_T","T","5u","1","2","3"
"2067","16_T","T","8b","1","2","3"
"2068","16_T","T","1u","1","2","3"
"2069","17_T","T","10b","1","3","2"
"2070","17_T","T","3u","1","2","3"
"2071","17_T","T","6b","1","2","3"
"2072","17_T","T","4u","1","2","3"
"2073","17_T","T","2u","3","1","2"
"2074","17_T","T","9b","1","2","3"
"2075","17_T","T","7b","1","2","3"
"2076","17_T","T","6u","2","1","3"
"2077","17_T","T","3b","2","3","1"
"2078","17_T","T","1b","1","2","3"
"2079","17_T","T","10u","1","2","3"
"2080","17_T","T","5b","3","2","1"
"2081","17_T","T","9u","1","2","3"
"2082","17_T","T","7u","3","1","2"
"2083","17_T","T","4b","3","2","1"
"2084","17_T","T","8u","2","1","3"
"2085","17_T","T","2b","3","1","2"
"2086","17_T","T","5u","3","1","2"
"2087","17_T","T","8b","1","2","3"
"2088","17_T","T","1u","1","2","3"
"2089","18_T","T","10b","2","1","3"
"2090","18_T","T","3u","2","1","3"
"2091","18_T","T","6b","2","1","3"
"2092","18_T","T","4u","2","1","3"
"2093","18_T","T","2u","2","1","3"
"2094","18_T","T","9b","2","1","3"
"2095","18_T","T","7b","2","1","3"
"2096","18_T","T","6u","2","1","3"
"2097","18_T","T","3b","2","1","3"
"2098","18_T","T","1b","2","1","3"
"2099","18_T","T","10u","2","1","3"
"2100","18_T","T","5b","2","1","3"
"2101","18_T","T","9u","2","1","3"
"2102","18_T","T","7u","2","1","3"
"2103","18_T","T","4b","2","1","3"
"2104","18_T","T","8u","2","1","3"
"2105","18_T","T","2b","2","1","3"
"2106","18_T","T","5u","2","1","3"
"2107","18_T","T","8b","2","1","3"
"2108","18_T","T","1u","2","1","3"
"2109","19_T","T","10b","2","1","3"
"2110","19_T","T","3u","2","1","3"
"2111","19_T","T","6b","2","1","3"
"2112","19_T","T","4u","1","2","3"
"2113","19_T","T","2u","1","3","2"
"2114","19_T","T","9b","2","1","3"
"2115","19_T","T","7b","1","2","3"
"2116","19_T","T","6u","1","2","3"
"2117","19_T","T","3b","1","2","3"
"2118","19_T","T","1b","2","1","3"
"2119","19_T","T","10u","2","1","3"
"2120","19_T","T","5b","2","1","3"
"2121","19_T","T","9u","2","1","3"
"2122","19_T","T","7u","2","1","3"
"2123","19_T","T","4b","1","2","3"
"2124","19_T","T","8u","2","1","3"
"2125","19_T","T","2b","1","2","3"
"2126","19_T","T","5u","2","1","3"
"2127","19_T","T","8b","1","2","3"
"2128","19_T","T","1u","1","3","2"
"2129","20_T","T","10b","3","2","1"
"2130","20_T","T","3u","2","1","3"
"2131","20_T","T","6b","3","1","2"
"2132","20_T","T","4u","1","3","2"
"2133","20_T","T","2u","3","1","2"
"2134","20_T","T","9b","2","1","3"
"2135","20_T","T","7b","3","1","2"
"2136","20_T","T","6u","1","3","2"
"2137","20_T","T","3b","3","1","2"
"2138","20_T","T","1b","3","1","2"
"2139","20_T","T","10u","2","3","1"
"2140","20_T","T","5b","2","3","1"
"2141","20_T","T","9u","1","2","3"
"2142","20_T","T","7u","3","2","1"
"2143","20_T","T","4b","3","1","2"
"2144","20_T","T","8u","3","2","1"
"2145","20_T","T","2b","3","1","2"
"2146","20_T","T","5u","3","2","1"
"2147","20_T","T","8b","3","1","2"
"2148","20_T","T","1u","3","2","1"
"2149","21_T","T","10b","3","2","1"
"2150","21_T","T","3u","2","1","3"
"2151","21_T","T","6b","1","2","3"
"2152","21_T","T","4u","1","2","3"
"2153","21_T","T","2u","1","2","3"
"2154","21_T","T","9b","1","3","2"
"2155","21_T","T","7b","3","1","2"
"2156","21_T","T","6u","1","2","3"
"2157","21_T","T","3b","1","2","3"
"2158","21_T","T","1b","1","2","3"
"2159","21_T","T","10u","1","2","3"
"2160","21_T","T","5b","2","1","3"
"2161","21_T","T","9u","2","1","3"
"2162","21_T","T","7u","1","2","3"
"2163","21_T","T","4b","2","1","3"
"2164","21_T","T","8u","1","3","2"
"2165","21_T","T","2b","3","1","2"
"2166","21_T","T","5u","1","2","3"
"2167","21_T","T","8b","1","2","3"
"2168","21_T","T","1u","3","1","2"
"2169","22_T","T","10b","2","1","3"
"2170","22_T","T","3u","2","1","3"
"2171","22_T","T","6b","2","1","3"
"2172","22_T","T","4u","2","1","3"
"2173","22_T","T","2u","2","1","3"
"2174","22_T","T","9b","3","1","2"
"2175","22_T","T","7b","2","1","3"
"2176","22_T","T","6u","2","1","3"
"2177","22_T","T","3b","2","1","3"
"2178","22_T","T","1b","3","1","2"
"2179","22_T","T","10u","3","1","2"
"2180","22_T","T","5b","3","1","2"
"2181","22_T","T","9u","3","1","2"
"2182","22_T","T","7u","3","1","2"
"2183","22_T","T","4b","3","1","2"
"2184","22_T","T","8u","3","1","2"
"2185","22_T","T","2b","3","1","2"
"2186","22_T","T","5u","3","1","2"
"2187","22_T","T","8b","3","1","2"
"2188","22_T","T","1u","3","1","2"
"2189","23_T","T","10b","2","1","3"
"2190","23_T","T","3u","1","2","3"
"2191","23_T","T","6b","2","1","3"
"2192","23_T","T","4u","1","2","3"
"2193","23_T","T","2u","2","1","3"
"2194","23_T","T","9b","3","1","2"
"2195","23_T","T","7b","2","1","3"
"2196","23_T","T","6u","3","1","2"
"2197","23_T","T","3b","2","1","3"
"2198","23_T","T","1b","2","1","3"
"2199","23_T","T","10u","2","1","3"
"2200","23_T","T","5b","2","1","3"
"2201","23_T","T","9u","2","1","3"
"2202","23_T","T","7u","2","1","3"
"2203","23_T","T","4b","3","1","2"
"2204","23_T","T","8u","2","1","3"
"2205","23_T","T","2b","3","1","2"
"2206","23_T","T","5u","3","1","2"
"2207","23_T","T","8b","2","1","3"
"2208","23_T","T","1u","2","1","3"
"2209","24_T","T","10b","2","1","3"
"2210","24_T","T","3u","2","1","3"
"2211","24_T","T","6b","2","1","3"
"2212","24_T","T","4u","2","1","3"
"2213","24_T","T","2u","2","1","3"
"2214","24_T","T","9b","2","1","3"
"2215","24_T","T","7b","2","1","3"
"2216","24_T","T","6u","2","1","3"
"2217","24_T","T","3b","2","1","3"
"2218","24_T","T","1b","2","1","3"
"2219","24_T","T","10u","2","1","3"
"2220","24_T","T","5b","2","1","3"
"2221","24_T","T","9u","1","2","3"
"2222","24_T","T","7u","2","1","3"
"2223","24_T","T","4b","2","1","3"
"2224","24_T","T","8u","2","1","3"
"2225","24_T","T","2b","2","1","3"
"2226","24_T","T","5u","2","1","3"
"2227","24_T","T","8b","2","1","3"
"2228","24_T","T","1u","2","1","3"
"2229","25_T","T","10b","3","1","2"
"2230","25_T","T","3u","3","1","2"
"2231","25_T","T","6b","3","1","2"
"2232","25_T","T","4u","3","1","2"
"2233","25_T","T","2u","3","1","2"
"2234","25_T","T","9b","3","1","2"
"2235","25_T","T","7b","3","1","2"
"2236","25_T","T","6u","3","1","2"
"2237","25_T","T","3b","3","1","2"
"2238","25_T","T","1b","3","1","2"
"2239","25_T","T","10u","3","1","2"
"2240","25_T","T","5b","3","1","2"
"2241","25_T","T","9u","3","1","2"
"2242","25_T","T","7u","3","1","2"
"2243","25_T","T","4b","3","1","2"
"2244","25_T","T","8u","3","1","2"
"2245","25_T","T","2b","3","1","2"
"2246","25_T","T","5u","3","1","2"
"2247","25_T","T","8b","2","1","3"
"2248","25_T","T","1u","2","1","3"
"2249","26_T","T","10b","1","2","3"
"2250","26_T","T","3u","1","2","3"
"2251","26_T","T","6b","1","2","3"
"2252","26_T","T","4u","1","2","3"
"2253","26_T","T","2u","1","2","3"
"2254","26_T","T","9b","1","2","3"
"2255","26_T","T","7b","1","2","3"
"2256","26_T","T","6u","1","2","3"
"2257","26_T","T","3b","1","2","3"
"2258","26_T","T","1b","1","2","3"
"2259","26_T","T","10u","1","2","3"
"2260","26_T","T","5b","1","2","3"
"2261","26_T","T","9u","1","2","3"
"2262","26_T","T","7u","1","2","3"
"2263","26_T","T","4b","1","2","3"
"2264","26_T","T","8u","1","2","3"
"2265","26_T","T","2b","1","2","3"
"2266","26_T","T","5u","1","2","3"
"2267","26_T","T","8b","1","2","3"
"2268","26_T","T","1u","1","2","3"
"2269","27_T","T","10b","2","1","3"
"2270","27_T","T","3u","2","1","3"
"2271","27_T","T","6b","2","1","3"
"2272","27_T","T","4u","2","1","3"
"2273","27_T","T","2u","2","1","3"
"2274","27_T","T","9b","2","1","3"
"2275","27_T","T","7b","2","1","3"
"2276","27_T","T","6u","2","1","3"
"2277","27_T","T","3b","2","1","3"
"2278","27_T","T","1b","2","1","3"
"2279","27_T","T","10u","2","1","3"
"2280","27_T","T","5b","2","1","3"
"2281","27_T","T","9u","2","1","3"
"2282","27_T","T","7u","2","1","3"
"2283","27_T","T","4b","2","1","3"
"2284","27_T","T","8u","2","1","3"
"2285","27_T","T","2b","2","1","3"
"2286","27_T","T","5u","2","1","3"
"2287","27_T","T","8b","2","1","3"
"2288","27_T","T","1u","2","1","3"
"2289","28_T","T","10b","1","2","3"
"2290","28_T","T","3u","1","2","3"
"2291","28_T","T","6b","1","2","3"
"2292","28_T","T","4u","1","2","3"
"2293","28_T","T","2u","1","2","3"
"2294","28_T","T","9b","1","2","3"
"2295","28_T","T","7b","1","2","3"
"2296","28_T","T","6u","1","2","3"
"2297","28_T","T","3b","1","2","3"
"2298","28_T","T","1b","1","2","3"
"2299","28_T","T","10u","1","2","3"
"2300","28_T","T","5b","1","2","3"
"2301","28_T","T","9u","1","2","3"
"2302","28_T","T","7u","1","2","3"
"2303","28_T","T","4b","2","1","3"
"2304","28_T","T","8u","1","2","3"
"2305","28_T","T","2b","1","2","3"
"2306","28_T","T","5u","1","2","3"
"2307","28_T","T","8b","1","2","3"
"2308","28_T","T","1u","1","2","3"
"2309","29_T","T","10b","2","1","3"
"2310","29_T","T","3u","3","1","2"
"2311","29_T","T","6b","1","2","3"
"2312","29_T","T","4u","2","1","3"
"2313","29_T","T","2u","2","1","3"
"2314","29_T","T","9b","2","1","3"
"2315","29_T","T","7b","3","1","2"
"2316","29_T","T","6u","2","1","3"
"2317","29_T","T","3b","2","1","3"
"2318","29_T","T","1b","2","1","3"
"2319","29_T","T","10u","2","1","3"
"2320","29_T","T","5b","3","1","2"
"2321","29_T","T","9u","2","1","3"
"2322","29_T","T","7u","2","1","3"
"2323","29_T","T","4b","3","1","2"
"2324","29_T","T","8u","3","1","2"
"2325","29_T","T","2b","2","1","3"
"2326","29_T","T","5u","2","1","3"
"2327","29_T","T","8b","2","1","3"
"2328","29_T","T","1u","3","1","2"
"2329","30_T","T","10b","2","1","3"
"2330","30_T","T","3u","2","1","3"
"2331","30_T","T","6b","2","1","3"
"2332","30_T","T","4u","2","1","3"
"2333","30_T","T","2u","2","1","3"
"2334","30_T","T","9b","2","1","3"
"2335","30_T","T","7b","2","1","3"
"2336","30_T","T","6u","2","1","3"
"2337","30_T","T","3b","2","1","3"
"2338","30_T","T","1b","2","1","3"
"2339","30_T","T","10u","2","1","3"
"2340","30_T","T","5b","2","1","3"
"2341","30_T","T","9u","2","1","3"
"2342","30_T","T","7u","2","1","3"
"2343","30_T","T","4b","2","1","3"
"2344","30_T","T","8u","2","1","3"
"2345","30_T","T","2b","2","1","3"
"2346","30_T","T","5u","2","1","3"
"2347","30_T","T","8b","2","1","3"
"2348","30_T","T","1u","2","1","3"
