subject,language,abbrevation,category,sequence of presentation,action,verbs,playmobil elements,framesetter,topic,verb,action_order,action_FTV,action_TVF,action_TFV,action_FVT,action_VTF,action_VFT,notes,oral text,oral_framesetter,oral_topic,oral_verb,oral_order,oral_FTV,oral_TVF,oral_TFV,oral_FVT,oral_VTF,oral_VFT,notes,MatchActionOral,,,,,,,,,
10,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2,,0,0,0,0,0,0,ball third,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
10,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
10,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,,,0,0,0,0,0,0,no verb chosen,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
10,E,4u,E,7,ball lies,lie,"ball, doctor",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,2u,E,8,car honks,honk,"car, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
10,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2,,0,0,0,0,0,0,cart third,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
10,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2,,0,0,0,0,0,0,ball third,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
10,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2,,0,0,0,0,0,0,farmer third,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
10,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
10,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,,F,25,ball hops,hop,"ball, doctor",,2,1,,0,0,0,0,0,0,chooses chase,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
10,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
10,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
10,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
11,E,Tb,T,T,woman turns around,turn,"woman, dog",3,2,1,VTF,0,0,0,0,1,0,,there is a girl in green turning and itäs 11 o clock,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
11,E,Tu,T,T,tire turns around,turn,"tire, dog",1,3,2,FVT,0,0,0,1,0,0,,there is a hoop turning at 11 o clock,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
11,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,3,2,FVT,0,0,0,1,0,0,used stand,there is a captain smoking at 6 o clock,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
11,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2,,0,0,0,0,0,0,,there is a browm horse holding a soccer ball,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
11,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,theris a green truck rolling down the hill at 10 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
11,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2,TVF,0,1,0,0,0,0,,there is a spotted moose jumping at 3 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
11,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,,,0,0,0,0,0,0,,there is a red boat in the water,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
11,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,,,0,0,0,0,0,0,,therei s a man walking down a hill,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
11,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,,,0,0,0,0,0,0,,there is a soccer ball lazing on the floor at 6 o clck,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
11,E,2u,E,8,car honks,honk,car,2,1,3,TFV,0,0,1,0,0,0,,there is a green car shaking at 10 o lcok,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
11,E,9b,E,9,seal lies on a rock,lie,"seal, horse",2,1,3,TFV,0,0,1,0,0,0,,thereis a sealon a rock at 6 o llcokc,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
11,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,therei s agreen car shaking,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
11,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,,,0,0,0,0,0,0,,there is a girl in a red dress walking at 6 o clck,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
11,E,6u,E,12,ball hops,hop,"ball, fireman",2,1,3,TFV,0,0,1,0,0,0,,there is a ball bouncing at 3 o lcokc,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
11,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2,,0,0,0,0,0,0,,there is a green truckk pushing a brown crate,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
11,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2,TVF,0,1,0,0,0,0,,there is a brown horse falling down a hill at 10 o lck,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
11,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2,,0,0,0,0,0,0,,there isa sealin the water with a scocer ball,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
11,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",2,3,1,VFT,0,0,0,0,0,1,,there is a man lazing on the floor at 3 o clok,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
11,E,10u,E,17,boat smokes,smoke,"boat, dog",2,1,3,TFV,0,0,1,0,0,0,,there isa hole in the boat thats letting out air at 6 o clock,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
11,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2,,0,0,0,0,0,0,,a spotted cow just bit the girl in red,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
11,E,5b,E,19,doctor dances,dance,"doctor, cart",2,1,3,TFV,0,0,1,0,0,0,,there is a girl with a white coat dancing at 3,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
11,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,therei s a soccer ball on top of a rock in the water at 6,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
11,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3,FTV,1,0,0,0,0,0,,there is a hula hoop rolling at 6 o clock,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
11,E,4b,E,22,farmer sits,sit,"farmer, doctor",2,1,3,TFV,0,0,1,0,0,0,,there isa girlin red dress sitting at 6,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
11,E,,F,23,tire lies,lie,tire,,2,1,,0,0,0,0,0,0,,athere is a hula hoopl azing on the floor,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
11,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3,FTV,1,0,0,0,0,0,,there isa red boat sinking at 4,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
11,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,,there is a ball rollingon the field,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
11,E,2b,E,26,cow moos,moo,"cow, dog",3,2,1,VTF,0,0,0,0,1,0,,there is a cow mooing at 10 o lcokc,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
11,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,a green car shaking at 3 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
11,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,a cgirl in a white coat standing,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
11,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2,TVF,0,1,0,0,0,0,,there is a seal diving in the water a4 ,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
11,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,there is a ball alzingon the floor at 3 o clck,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
12,E,Tb,T,T,woman turns around,turn,"woman, dog",2,3,1,VFT,0,0,0,0,0,1,,the ladz turned at 11 ,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3,FTV,1,0,0,0,0,0,,the hoop spun at 11,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3,FTV,1,0,0,0,0,0,,the sailor smoked at 6,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2,,0,0,0,0,0,0,,the horse carried the ball,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
12,E,3u,E,3,car drives down the hill,drive,"car, cart", ,,,,0,0,0,0,0,0,skip,a car drove down the hill at 10,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
12,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2,TVF,0,1,0,0,0,0,,the cow hopped at 12Ö15,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
12,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2,,0,0,0,0,0,0,,the boat floated,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
12,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2,,0,0,0,0,0,0,,the man walked,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
12,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,3,FTV,1,0,0,0,0,0,,the ball stood still at 6,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,2u,E,8,car honks,honk,"car, dog",1,2,3,FTV,1,0,0,0,0,0,,the car honked at 10,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,9b,E,9,seal lies on a rock,lie,"seal, horse",1,2,3,FTV,1,0,0,0,0,0,,the seal lied o a rock at 6,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,used travel,a car shook,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
12,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,3,FTV,1,0,0,0,0,0,,the ladz walked at 6,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,6u,E,12,ball hops,hop,"ball, fireman",1,2,3,FTV,1,0,0,0,0,0,,the ball bounced at 3,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2,,0,0,0,0,0,0,,the car pushed a cart,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
12,E,3b,E,14,horse runs down the hill,run,"horse, cart",1,2,3,FTV,1,0,0,0,0,0,,the horse went down the hill at 10,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2,,0,0,0,0,0,0,,the seal pushed the balli n the water,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
12,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",1,2,3,FTV,1,0,0,0,0,0,,the man slept at 3,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,10u,E,17,boat smokes,smoke,"boat, dog",1,2,3,FTV,1,0,0,0,0,0,,the boat was smoking at 6,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2,,0,0,0,0,0,0,,the cow bit the ladz,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
12,E,5b,E,19,doctor dances,dance,"doctor, cart",1,2,3,FTV,1,0,0,0,0,0,,the woman danced at 3,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,2,3,FTV,1,0,0,0,0,0,,the ball sat on a rcok at 6,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3,FTV,1,0,0,0,0,0,,the hoop rolled at 6,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,4b,E,22,farmer sits,sit,"farmer, doctor",1,2,3,FTV,1,0,0,0,0,0,,the ladz sat at 6,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,the hoop led on the ground,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
12,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3,FTV,1,0,0,0,0,0,,the boat sank at 4,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,used travel,the ball was kicked,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
12,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3,FTV,1,0,0,0,0,0,,the cow mooed at 10,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,5u,E,27,car shutters,shudder,"car, cart",1,2,3,FTV,1,0,0,0,0,0,,the car shook at 3,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,the ladz stood,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
12,E,8b,E,29,seal dives into the water,dive,"seal, ball",1,2,3,FTV,1,0,0,0,0,0,,the seal dow at 4,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
12,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3,FTV,1,0,0,0,0,0,,the ball sat at 3,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
13,E,Tb,T,T,woman turns around,turn,"woman, dog",2,1,,,0,0,0,0,0,0,no turn; used man istead of woman,,1,2,3,FTV,1,0,0,0,0,0,,n.a.,,,,,,,,,
13,E,Tu,T,T,tire turns around,turn,"tire, dog",,1,2,,0,0,0,0,0,0,no framesetter,,1,2,3,FTV,1,0,0,0,0,0,,n.a.,,,,,,,,,
13,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
13,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2,,0,0,0,0,0,0,ball third,,,1,2,,0,0,0,0,0,0,ball third,,,,,,,,,,
13,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3,FTV,1,0,0,0,0,0,no hill,,1,2,3,FTV,1,0,0,0,0,0,verb was brake,1,,,,,,,,,
13,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
13,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2,,0,0,0,0,0,0,verb used was carry,,,1,2,,0,0,0,0,0,0,water third,,,,,,,,,,
13,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
13,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,3,FTV,1,0,0,0,0,0,verb used was chase,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
13,E,2u,E,8,car honks,honk,"car, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
13,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
13,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,verb was vibrate,,,,,,,,,,
13,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
13,E,6u,E,12,ball hops,hop,"ball, fireman",1,2,3,FTV,1,0,0,0,0,0,verb used was push,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
13,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2,,0,0,0,0,0,0,cart was third,,,1,2,,0,0,0,0,0,0,wagon third,,,,,,,,,,
13,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
13,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,2,,0,0,0,0,0,0,ball third,,,1,2,,0,0,0,0,0,0,ball third,,,,,,,,,,
13,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
13,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2,TVF,0,1,0,0,0,0,"verb was float, then used smoke in the end as second verb",,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
13,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2,,0,0,0,0,0,0,farmer third,,,1,2,,0,0,0,0,0,0,woman third,,,,,,,,,,
13,E,5b,E,19,doctor dances,dance,"doctor, cart",,1,2,,0,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,n.a.,,,,,,,,,
13,E,9u,E,20,ball lies on a rock,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
13,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
13,E,4b,E,22,farmer sits,sit,"farmer, doctor",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
13,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
13,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
13,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,verb used was chase,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
13,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
13,E,5u,E,27,car shutters,shudder,"car, cart",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,verb was vibrate,0,,,,,,,,,
13,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
13,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
13,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
15,E,Tb,T,T,woman turns around,turn,"woman, dog",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
15,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
15,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
15,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,3,,0,0,0,0,0,0,ball second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
15,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
15,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
15,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
15,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,2,1,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
15,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
15,E,2u,E,8,car honks,honk,"car, dog",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
15,E,9b,E,9,seal lies on a rock,lie,"seal, horse",2,1,3,TFV,0,0,1,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
15,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
15,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
15,E,6u,E,12,ball hops,hop,"ball, fireman",2,1,3,TFV,0,0,1,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
15,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3,,0,0,0,0,0,0,cart second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
15,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
15,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3,,0,0,0,0,0,0,ball second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
15,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
15,E,10u,E,17,boat smokes,smoke,"boat, dog",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
15,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,3,,0,0,0,0,0,0,cow second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
15,E,5b,E,19,doctor dances,dance,"doctor, cart",1,2,3,FTV,1,0,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
15,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
15,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
15,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
15,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
15,E,8u,E,24,boat sinks,sink,"boat, ball",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
15,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
15,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
15,E,5u,E,27,car shutters,shudder,"car, cart",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
