subject,language,abbrevation,category,sequence of presentation,action,verbs,playmobil elements,framesetter,topic,verb,action_order,action_FTV,action_TVF,action_TFV,action_FVT,action_VTF,action_VFT,notes,oral text,oral_framesetter,oral_topic,oral_verb,oral_order,oral_FTV,oral_TVF,oral_TFV,oral_FVT,oral_VTF,oral_VFT,notes,MatchActionOral,,,,,,,,,
20,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,2,,0,0,0,0,0,0,,a cow is biting a womanäs arm and she in fdistress,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
20,E,5b,E,19,doctor dances,dance,"doctor, cart",1,2,3,FTV,1,0,0,0,0,0,,a woman is dancing at 12 15,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
20,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,2,3,FTV,1,0,0,0,0,0,,At 12 30 a soccer ball isitting on a rockin the atwer,,1,2,,0,0,0,0,0,0,,n.a.,,,,,,,,,
20,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3,FTV,1,0,0,0,0,0,,At 12 30 a hula hoop is rolling quicklz,,1,2,,0,0,0,0,0,0,,n.a.,,,,,,,,,
20,E,4b,E,22,farmer sits,sit,"farmer, doctor",1,2,3,FTV,1,0,0,0,0,0,also used wait,a woman is sitting on teh ground at 12 30,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
20,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,a hula hoop is lzing on the ground,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
20,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3,FTV,1,0,0,0,0,0,,a lifeboat issinking at 4 o clcok,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
20,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,,a soccer ball is rolling in the grass,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
20,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3,FTV,1,0,0,0,0,0,,a cow is mooing at 10,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
20,E,5u,E,27,car shutters,shudder,"car, cart",1,2,3,FTV,1,0,0,0,0,0,,the green car issuddering at 12 15,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
20,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,the woman is standing with a hand on her hip,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
20,E,8b,E,29,seal dives into the water,dive,"seal, ball",1,2,3,FTV,1,0,0,0,0,0,,a dseal is diving at 4o cocl,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
20,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3,FTV,1,0,0,0,0,0,,a soccr ball is sittingon the ground at 12 15,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
21,E,Tb,T,T,woman turns around,turn,"woman, dog",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,3,,0,0,0,0,0,0,ball second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
21,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,6b,E,4,cow hops,hop,"cow, fireman",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2,,0,0,0,0,0,0,hesitates about verb,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
21,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,2,1,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
21,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,2u,E,8,car honks,honk,"car, dog",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,9b,E,9,seal lies on a rock,lie,"seal, horse",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
21,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,6u,E,12,ball hops,hop,"ball, fireman",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3,,0,0,0,0,0,0,cart second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
21,E,3b,E,14,horse runs down the hill,run,"horse, cart",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
21,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3,,0,0,0,0,0,0,ball second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
21,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",1,1,3,,0,0,0,0,0,0,switched verb around from lie to sleep,,1,2,3,FTV,1,0,0,0,0,0,,n.a.,,,,,,,,,
21,E,10u,E,17,boat smokes,smoke,"boat, dog",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
21,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,3,,0,0,0,0,0,0,farmer second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
21,E,5b,E,19,doctor dances,dance,"doctor, cart",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,9u,E,20,ball lies on a rock,lie,"ball, horse",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
21,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,4b,E,22,farmer sits,sit,"farmer, doctor",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
21,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
21,E,8u,E,24,boat sinks,sink,"boat, ball",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
21,E,2b,E,26,cow moos,moo,"cow, dog",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,5u,E,27,car shutters,shudder,"car, cart",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
21,E,8b,E,29,seal dives into the water,dive,"seal, ball",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
21,E,1u,E,30,ball lies on the ground,lie,"ball, horse",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
22,E,Tb,T,T,woman turns around,turn,"woman, dog",3,2,1,VTF,0,0,0,0,1,0,,,3,1,2,TVF,0,1,0,0,0,0,,0,,,,,,,,,
22,E,Tu,T,T,tire turns around,turn,"tire, dog",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
22,E,10b,E,1,sailor smokes,smoke,"sailor, dog",1,3,2,FVT,0,0,0,1,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
22,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,3,,0,0,0,0,0,0,ball second,,,1,2,,0,0,0,0,0,0,ball third,,,,,,,,,,
22,E,3u,E,3,car drives down the hill,drive,"car, cart",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
22,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
22,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
22,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
22,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,,,0,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,n.a.,,,,,,,,,
22,E,2u,E,8,car honks,honk,"car, dog",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
22,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
22,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
22,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,,,0,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,n.a.,,,,,,,,,
22,E,6u,E,12,ball hops,hop,"ball, fireman",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
22,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3,,0,0,0,0,0,0,cart second,,,1,2,,0,0,0,0,0,0,cart third,,,,,,,,,,
22,E,3b,E,14,horse runs down the hill,run,"horse, cart",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
22,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3,,0,0,0,0,0,0,ball second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
22,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
22,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
22,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,2,3,,0,0,0,0,0,0,farmer first,,,2,3,,0,0,0,0,0,0,woman first,,,,,,,,,,
22,E,5b,E,19,doctor dances,dance,"doctor, cart",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
22,E,9u,E,20,ball lies on a rock,lie,"ball, horse",2,1,,,0,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,n.a.,,,,,,,,,
22,E,7u,E,21,tire rolls down the road,roll,"tire, cow",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
22,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
22,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
22,E,8u,E,24,boat sinks,sink,"boat, ball",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
22,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,verb was float,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
22,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
22,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
22,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
22,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
22,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2,TVF,0,1,0,0,0,0,,,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
23,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2,,0,0,0,0,0,0,ball third,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
23,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
23,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
23,E,4u,E,7,ball lies,lie,"ball, doctor",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,2u,E,8,car honks,honk,"car, dog",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
23,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,3,,0,0,0,0,0,0,cart second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
23,E,3b,E,14,horse runs down the hill,run,"horse, cart",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",,1,3,,0,0,0,0,0,0,ball second,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
23,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,10u,E,17,boat smokes,smoke,"boat, dog",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer",,1,3,,0,0,0,0,0,0,farmer second ,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
23,E,5b,E,19,doctor dances,dance,"doctor, cart",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,9u,E,20,ball lies on a rock,lie,"ball, horse",1,2,3,FTV,1,0,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,1,,,,,,,,,
23,E,7u,E,21,tire rolls down the road,roll,"tire, cow",2,1,3,TFV,0,0,1,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
23,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,,F,25,ball hops,hop,"ball, doctor", ,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
23,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
23,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
23,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,Tb,T,T,woman turns around,turn,"woman, dog",3,1,2,TVF,0,1,0,0,0,0,,the girl is spinning at 11 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
24,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2,TVF,0,1,0,0,0,0,,At 11 o clock the ring is spining,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2,TVF,0,1,0,0,0,0,,At 6 o clock the sailor is smoinng,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2,,0,0,0,0,0,0,,the horse has a soccer ballin its mouth,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
24,E,3u,E,3,car drives down the hill,drive,"car, cart",2,1,3,TFV,0,0,1,0,0,0,,At 10 o lcokc a green car is on the graass,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2,TVF,0,1,0,0,0,0,,At 3 o clock a cow is jumping,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,2,,0,0,0,0,0,0,stand not swim,athe is a lifeobat on the water,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
24,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,2,,0,0,0,0,0,0,,a man is walkinon the grass,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
24,E,4u,E,7,ball lies,lie,"ball, doctor",3,1,2,TVF,0,1,0,0,0,0,,At 6 o lcokc there wasa ballo nthe ground,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,2u,E,8,car honks,honk,"car, dog",3,1,2,TVF,0,1,0,0,0,0,,At 10 o clokc a car was honking,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,9b,E,9,seal lies on a rock,lie,"seal, horse",2,1,3,TFV,0,0,1,0,0,0,,At 6 o lcokc there was a sealo n a rock,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,,F,10,car shudders,shudder,car,,1,2,,0,0,0,0,0,0,,a ca green car was shuddering,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
24,E,7b,E,11,farmer runs across the meadow,run,"farmer, cow",,1,,,0,0,0,0,0,0,no verb or time chosen,At 6 o lckc a woman was alking,1,2,3,FTV,1,0,0,0,0,0,,n.a.,,,,,,,,,
24,E,6u,E,12,ball hops,hop,"ball, fireman",3,1,2,TVF,0,1,0,0,0,0,,At 12 15 a ball hit the ground,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,,F,13,car pushes the cart,push,"doctor, ball, tire, car, cart",,1,2,,0,0,0,0,0,0,,a green car was pushing ,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
24,E,3b,E,14,horse runs down the hill,run,"horse, cart",2,1,,,0,0,0,0,0,0,no verb chosen,At 10 o lckc a horse was walking on the grass,1,2,3,FTV,1,0,0,0,0,0,,n.a.,,,,,,,,,
24,E,,F,15,seal pushes the ball,push,"fireman, cow, ball, seal",3,1,2,TVF,0,1,0,0,0,0,watch chosen,a seal found a soccer ball in the water,,1,2,,0,0,0,0,0,0,,n.a.,,,,,,,,,
24,E,1b,E,16,farmer lies on the ground,lie,"farmer, horse",3,1,2,TVF,0,1,0,0,0,0,,At 12 15 a man was lzing on the ground,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,10u,E,17,boat smokes,smoke,"boat, dog",2,1,3,TFV,0,0,1,0,0,0,,At 6 o lcokc a lifeboat caguht on fire,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,,F,18,cow bites the farmer,bite,"dog, cow, farmer", ,1,2,,0,0,0,0,0,0,,a cow bit a womans arm,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
24,E,5b,E,19,doctor dances,dance,"doctor, cart",2,1,3,TFV,0,0,1,0,0,0,,At 12 15 a woman in a white coat was dancing,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,9u,E,20,ball lies on a rock,lie,"ball, horse",2,1,3,TFV,0,0,1,0,0,0,,At 6 o clock there was a soccer ball on a rock,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,7u,E,21,tire rolls down the road,roll,"tire, cow",3,1,2,TVF,0,1,0,0,0,0,,At 6 o lcokc a hhoop was rollin on the ground,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,4b,E,22,farmer sits,sit,"farmer, doctor",3,1,2,TVF,0,1,0,0,0,0,,At 6 o clock a woman was sitting on the ground,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,,F,23,tire lies,lie,tire,,1,2,,0,0,0,0,0,0,,there was a blue hoop lzingon the gorund,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
24,E,8u,E,24,boat sinks,sink,"boat, ball",3,1,2,TVF,0,1,0,0,0,0,,At 4 o clck a lifeboat sank,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,,F,25,ball hops,hop,"ball, doctor",,1,2,,0,0,0,0,0,0,used push,there was a force exerted on a soccer ball that was on the grass,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
24,E,2b,E,26,cow moos,moo,"cow, dog",3,1,2,TVF,0,1,0,0,0,0,,At 10 o clock a cow was mmoioing,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,5u,E,27,car shutters,shudder,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,At 12 15 a green car was suddeiring,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,,F,28,doctor stands,stand,"woman, farmer, doctor",,1,2,,0,0,0,0,0,0,,there was a woman in wa white coat saning,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
24,E,8b,E,29,seal dives into the water,dive,"seal, ball",3,1,2,TVF,0,1,0,0,0,0,,At 4 o lcock a seal was wimming,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
24,E,1u,E,30,ball lies on the ground,lie,"ball, horse",3,1,2,TVF,0,1,0,0,0,0,,At 12 15 there was a soccer ball on the ground,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
25,E,Tb,T,T,woman turns around,turn,"woman, dog",2,1,3,TFV,0,0,1,0,0,0,,At 11 o clcok the girl is turning,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
25,E,Tu,T,T,tire turns around,turn,"tire, dog",3,1,2,TVF,0,1,0,0,0,0,,At 11 o clock the hoop is turning,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
25,E,10b,E,1,sailor smokes,smoke,"sailor, dog",3,1,2,TVF,0,1,0,0,0,0,,At 6 o lcock the captian is smoking,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
25,E,,F,2,horse carries the ball,carry,"horse, farmer, seal",,1,2,,0,0,0,0,0,0,,the ghors is carzing the csoccer ball,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
25,E,3u,E,3,car drives down the hill,drive,"car, cart",3,1,2,TVF,0,1,0,0,0,0,,At 10 the car is driving,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
25,E,6b,E,4,cow hops,hop,"cow, fireman",3,1,2,TVF,0,1,0,0,0,0,,the cow is hoppong at 3 o clock,3,1,2,TVF,0,1,0,0,0,0,,1,,,,,,,,,
25,E,,F,5,boat swims in the sea,swim,"sailor, boat",,1,,,0,0,0,0,0,0,no verb chosen,there is a lifeboat just there,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
25,E,,F,6,farmer runs down the street,run,"farmer, horse, farmer",,1,,,0,0,0,0,0,0,no verb chosen,a man is walking,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
25,E,4u,E,7,ball lies,lie,"ball, doctor",1,2,,,0,0,0,0,0,0,no verb chosen,At 6 o clcokc the ere is a soccer ball not moing,1,2,3,FTV,1,0,0,0,0,0,,n.a.,,,,,,,,,
25,E,2u,E,8,car honks,honk,"car, dog",3,1,2,TVF,0,1,0,0,0,0,,At 10 ocock a car is hinking,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
25,E,9b,E,9,seal lies on a rock,lie,"seal, horse",3,1,2,TVF,0,1,0,0,0,0,,At 6 o clock a seal is on a rock,1,2,3,FTV,1,0,0,0,0,0,,0,,,,,,,,,
25,E,,F,10,car shudders,shudder,car,,1,,,0,0,0,0,0,0,no verb chosen,there isa  car shuddering,,1,2,,0,0,0,0,0,0,,,,,,,,,,,
